2026-03-23 00:11 <WARNING>  [0s] Multiple Renal Clearances specified, but not the same. RenalDynamics will override Systemic. 
2026-03-23 00:12 <INFO>  [0s] Successfully tuned circuit. Final values : HeartRate(bpm):72 Systolic(mmHg):114.365 Diastolic(mmHg):75.4957 Cardiac Output(mL/min):5834.03 Mean CVP(mmHg):4.00067 MAP(mmHg):96.2332 BloodVolume(mL): 5381.65 
2026-03-23 00:12 <INFO>  [0s] Converging to a steady state 
2026-03-23 00:12 <INFO>  [10s] Converging System... it took 1.28s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [20s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [25s] 25.66s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0447789, the last target value was 0.0448964 
2026-03-23 00:12 <INFO>  [29s] 29.88s - Resetting the target for TidalVolume to 0.551093, the last target value was 0.546808 
2026-03-23 00:12 <INFO>  [30s] Converging System... it took 1.35s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [34s] 34.1s - Resetting the target for TidalVolume to 0.555018, the last target value was 0.551093 
2026-03-23 00:12 <INFO>  [38s] 38.3s - Resetting the target for EndTidalCarbonDioxideFraction to 0.044665, the last target value was 0.0447789 
2026-03-23 00:12 <INFO>  [40s] Converging System... it took 1.32s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [42s] 42.5s - Resetting the target for TidalVolume to 0.558982, the last target value was 0.555018 
2026-03-23 00:12 <INFO>  [50s] Converging System... it took 1.29s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [51s] 51.64s - Resetting the target for SkinTemperatureLeftLeg to 34.061, the last target value was 33.7237 
2026-03-23 00:12 <INFO>  [51s] 51.64s - Resetting the target for SkinTemperatureRightLeg to 34.061, the last target value was 33.7237 
2026-03-23 00:12 <INFO>  [55s] 55.06s - Resetting the target for TidalVolume to 0.562824, the last target value was 0.558982 
2026-03-23 00:12 <INFO>  [1m0s] Converging System... it took 1.25s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [1m7s] 67.56s - Resetting the target for TidalVolume to 0.566629, the last target value was 0.562824 
2026-03-23 00:12 <INFO>  [1m7s] 67.56s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0445428, the last target value was 0.044665 
2026-03-23 00:12 <INFO>  [1m10s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [1m11s] 71.02s - Resetting the target for SkinTemperatureHead to 34.0404, the last target value was 33.7034 
2026-03-23 00:12 <INFO>  [1m12s] 72.2s - Resetting the target for SkinTemperatureLeftArm to 34.0642, the last target value was 33.7269 
2026-03-23 00:12 <INFO>  [1m12s] 72.2s - Resetting the target for SkinTemperatureRightArm to 34.0642, the last target value was 33.7269 
2026-03-23 00:12 <INFO>  [1m20s] Converging System... it took 1.45s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [1m24s] 84.16s - Resetting the target for TidalVolume to 0.570469, the last target value was 0.566629 
2026-03-23 00:12 <INFO>  [1m24s] 84.16s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0444276, the last target value was 0.0445428 
2026-03-23 00:12 <INFO>  [1m30s] Converging System... it took 1.28s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [1m35s] 95.06s - Resetting the target for SkinTemperatureLeftLeg to 34.4017, the last target value was 34.061 
2026-03-23 00:12 <INFO>  [1m35s] 95.06s - Resetting the target for SkinTemperatureRightLeg to 34.4017, the last target value was 34.061 
2026-03-23 00:12 <INFO>  [1m40s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [1m40s] 100.72s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0443026, the last target value was 0.0444276 
2026-03-23 00:12 <INFO>  [1m50s] Converging System... it took 1.24s to simulate the past 10s 
2026-03-23 00:12 <WARNING>  [1m55s] We have passed required and optional convergence criteria. 
2026-03-23 00:12 <INFO>  [1m55s] Convergence took 14.8s to simulate 116s to get engine to a steady state 
2026-03-23 00:12 <INFO>  [1m55s] [Condition] Patient Condition : DiabetesType1
	Diabetes Type 1 Insulin Production Severity: 0.700000 
2026-03-23 00:12 <INFO>  [1m55s] [Condition] Patient Condition : DiabetesType1
	Diabetes Type 1 Insulin Production Severity: 0.700000[Condition] Patient Condition : Anemia
	Reduction Factor: 0.300000 
2026-03-23 00:12 <INFO>  [1m55s] [Condition] Patient Condition : DiabetesType1
	Diabetes Type 1 Insulin Production Severity: 0.700000[Condition] Patient Condition : Anemia
	Reduction Factor: 0.300000[Condition] Patient Condition : COPD
	BronchitisSeverity: 0.200000
	EmphysemaSeverity: 0.200000 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient heart rate = 72(1/min) 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient diastolic arterial pressure = 76.0063(mmHg) 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient systolic arterial pressure = 114.603(mmHg) 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient mean arterial pressure = 96.5814(mmHg) 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient respiration rate = 14.4928 bpm. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient tidal volume = 0.570458 L. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient functional residual capacity = 2.5554 L. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient vital capacity = 4.5 L. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient expiratory reserve volume = 1.0554 L. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient inspiratory reserve volume = 2.87414 L. 
2026-03-23 00:12 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient inspiratory capacity = 3.4446 L. 
2026-03-23 00:12 <INFO>  [1m55s] Merging Conditions 
2026-03-23 00:12 <INFO>  [1m55s] Analyzing DiabetesType1 
2026-03-23 00:12 <INFO>  [1m55s] Analyzing ChronicAnemia 
2026-03-23 00:12 <INFO>  [1m55s] Analyzing ChronicObstructivePulmonaryDisease 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property CardiacOutput using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property CoreTemperature using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property DiastolicArterialPressure using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property EndTidalCarbonDioxideFraction using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property HeartRate using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property LeftAfferentArterioleResistance using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property OxygenSaturation using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property RightAfferentArterioleResistance using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureHead using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureLeftArm using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureLeftLeg using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureRightArm using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureRightLeg using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureTorso using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property SystolicArterialPressure using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergance for property TidalVolume using 0.25% error 
2026-03-23 00:12 <INFO>  [1m55s] Merged Convergence Time : 15(s) 
2026-03-23 00:12 <INFO>  [1m55s] Merged Minimum Reaction Time : 25(s) 
2026-03-23 00:12 <INFO>  [1m55s] Merged Maximum Allowed Stabilization Time : 1000(s) 
2026-03-23 00:12 <INFO>  [1m55s] Converging provided conditions to a steady state 
2026-03-23 00:12 <INFO>  [2m5s] Converging System... it took 1.18s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m15s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m22s] 26.5s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0413901, the last target value was 0.0412765 
2026-03-23 00:12 <INFO>  [2m23s] 27.98s - Resetting the target for CardiacOutput to 5932.42, the last target value was 5915.92 
2026-03-23 00:12 <INFO>  [2m23s] 27.98s - Resetting the target for DiastolicArterialPressure to 73.0258, the last target value was 73.2462 
2026-03-23 00:12 <INFO>  [2m25s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m26s] 30.5s - Resetting the target for SystolicArterialPressure to 111.988, the last target value was 112.278 
2026-03-23 00:12 <INFO>  [2m26s] 30.66s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0415051, the last target value was 0.0413901 
2026-03-23 00:12 <INFO>  [2m27s] 31.34s - Resetting the target for CardiacOutput to 5948.83, the last target value was 5932.42 
2026-03-23 00:12 <INFO>  [2m27s] 31.34s - Resetting the target for DiastolicArterialPressure to 72.8408, the last target value was 73.0258 
2026-03-23 00:12 <INFO>  [2m30s] 34.7s - Resetting the target for CardiacOutput to 5965.14, the last target value was 5948.83 
2026-03-23 00:12 <INFO>  [2m30s] 34.8s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0416171, the last target value was 0.0415051 
2026-03-23 00:12 <INFO>  [2m30s] 34.8s - Resetting the target for TidalVolume to 0.483536, the last target value was 0.477267 
2026-03-23 00:12 <INFO>  [2m31s] 35.54s - Resetting the target for DiastolicArterialPressure to 72.6481, the last target value was 72.8408 
2026-03-23 00:12 <INFO>  [2m33s] 38.06s - Resetting the target for CardiacOutput to 5981.28, the last target value was 5965.14 
2026-03-23 00:12 <INFO>  [2m34s] 38.94s - Resetting the target for TidalVolume to 0.478163, the last target value was 0.483536 
2026-03-23 00:12 <INFO>  [2m35s] Converging System... it took 1.18s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m36s] 40.58s - Resetting the target for DiastolicArterialPressure to 72.4572, the last target value was 72.6481 
2026-03-23 00:12 <INFO>  [2m36s] 40.58s - Resetting the target for SystolicArterialPressure to 111.701, the last target value was 111.988 
2026-03-23 00:12 <INFO>  [2m37s] 41.42s - Resetting the target for CardiacOutput to 5997.23, the last target value was 5981.28 
2026-03-23 00:12 <INFO>  [2m38s] 43.06s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0417963, the last target value was 0.0416171 
2026-03-23 00:12 <INFO>  [2m40s] 44.78s - Resetting the target for CardiacOutput to 6012.93, the last target value was 5997.23 
2026-03-23 00:12 <INFO>  [2m41s] 45.7s - Resetting the target for OxygenSaturation to 0.975441, the last target value was 0.977887 
2026-03-23 00:12 <INFO>  [2m42s] 46.46s - Resetting the target for DiastolicArterialPressure to 72.268, the last target value was 72.4572 
2026-03-23 00:12 <INFO>  [2m42s] 47.18s - Resetting the target for TidalVolume to 0.479916, the last target value was 0.478163 
2026-03-23 00:12 <INFO>  [2m43s] 48.14s - Resetting the target for CardiacOutput to 6028.21, the last target value was 6012.93 
2026-03-23 00:12 <INFO>  [2m45s] Converging System... it took 1.25s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m45s] 50.14s - Resetting the target for SkinTemperatureLeftLeg to 34.7197, the last target value was 34.6331 
2026-03-23 00:12 <INFO>  [2m45s] 50.14s - Resetting the target for SkinTemperatureRightLeg to 34.7197, the last target value was 34.6331 
2026-03-23 00:12 <INFO>  [2m47s] 51.28s - Resetting the target for EndTidalCarbonDioxideFraction to 0.041952, the last target value was 0.0417963 
2026-03-23 00:12 <INFO>  [2m47s] 51.64s - Resetting the target for SkinTemperatureTorso to 34.722, the last target value was 34.6354 
2026-03-23 00:12 <INFO>  [2m47s] 51.82s - Resetting the target for SkinTemperatureLeftArm to 34.497, the last target value was 34.4109 
2026-03-23 00:12 <INFO>  [2m47s] 51.82s - Resetting the target for SkinTemperatureRightArm to 34.497, the last target value was 34.4109 
2026-03-23 00:12 <INFO>  [2m47s] 51.88s - Resetting the target for SkinTemperatureHead to 34.4788, the last target value was 34.3928 
2026-03-23 00:12 <INFO>  [2m48s] 52.34s - Resetting the target for CardiacOutput to 6046.71, the last target value was 6028.21 
2026-03-23 00:12 <INFO>  [2m48s] 53.18s - Resetting the target for DiastolicArterialPressure to 72.0767, the last target value was 72.268 
2026-03-23 00:12 <INFO>  [2m51s] 55.36s - Resetting the target for TidalVolume to 0.4816, the last target value was 0.479916 
2026-03-23 00:12 <INFO>  [2m52s] 56.54s - Resetting the target for CardiacOutput to 6064.57, the last target value was 6046.71 
2026-03-23 00:12 <INFO>  [2m54s] 59.06s - Resetting the target for SystolicArterialPressure to 111.414, the last target value was 111.701 
2026-03-23 00:12 <INFO>  [2m55s] 59.42s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0420616, the last target value was 0.041952 
2026-03-23 00:12 <INFO>  [2m55s] 59.42s - Resetting the target for TidalVolume to 0.483768, the last target value was 0.4816 
2026-03-23 00:12 <INFO>  [2m55s] Converging System... it took 1.25s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [2m56s] 60.74s - Resetting the target for CardiacOutput to 6081.81, the last target value was 6064.57 
2026-03-23 00:12 <INFO>  [2m56s] 60.74s - Resetting the target for DiastolicArterialPressure to 71.8809, the last target value was 72.0767 
2026-03-23 00:12 <INFO>  [2m59s] 63.46s - Resetting the target for TidalVolume to 0.485911, the last target value was 0.483768 
2026-03-23 00:12 <INFO>  [3m0s] 64.94s - Resetting the target for CardiacOutput to 6098.44, the last target value was 6081.81 
2026-03-23 00:12 <INFO>  [3m3s] 67.48s - Resetting the target for TidalVolume to 0.488027, the last target value was 0.485911 
2026-03-23 00:12 <INFO>  [3m4s] 68.3s - Resetting the target for DiastolicArterialPressure to 71.6983, the last target value was 71.8809 
2026-03-23 00:12 <INFO>  [3m4s] 69.14s - Resetting the target for CardiacOutput to 6114.47, the last target value was 6098.44 
2026-03-23 00:12 <INFO>  [3m5s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m7s] 71.48s - Resetting the target for TidalVolume to 0.490113, the last target value was 0.488027 
2026-03-23 00:12 <INFO>  [3m9s] 73.34s - Resetting the target for CardiacOutput to 6129.89, the last target value was 6114.47 
2026-03-23 00:12 <INFO>  [3m11s] 75.46s - Resetting the target for TidalVolume to 0.492163, the last target value was 0.490113 
2026-03-23 00:12 <INFO>  [3m11s] 75.86s - Resetting the target for DiastolicArterialPressure to 71.5032, the last target value was 71.6983 
2026-03-23 00:12 <INFO>  [3m12s] 76.84s - Resetting the target for OxygenSaturation to 0.973, the last target value was 0.975441 
2026-03-23 00:12 <INFO>  [3m14s] 78.38s - Resetting the target for CardiacOutput to 6147.58, the last target value was 6129.89 
2026-03-23 00:12 <INFO>  [3m15s] 79.42s - Resetting the target for TidalVolume to 0.49417, the last target value was 0.492163 
2026-03-23 00:12 <INFO>  [3m15s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m17s] 81.74s - Resetting the target for DiastolicArterialPressure to 71.3169, the last target value was 71.5032 
2026-03-23 00:12 <INFO>  [3m18s] 82.58s - Resetting the target for SystolicArterialPressure to 111.131, the last target value was 111.414 
2026-03-23 00:12 <INFO>  [3m18s] 83s - Resetting the target for SkinTemperatureTorso to 34.8088, the last target value was 34.722 
2026-03-23 00:12 <INFO>  [3m19s] 83.36s - Resetting the target for TidalVolume to 0.496123, the last target value was 0.49417 
2026-03-23 00:12 <INFO>  [3m19s] 83.42s - Resetting the target for CardiacOutput to 6164.52, the last target value was 6147.58 
2026-03-23 00:12 <INFO>  [3m22s] 86.64s - Resetting the target for SkinTemperatureLeftLeg to 34.8065, the last target value was 34.7197 
2026-03-23 00:12 <INFO>  [3m22s] 86.64s - Resetting the target for SkinTemperatureRightLeg to 34.8065, the last target value was 34.7197 
2026-03-23 00:12 <INFO>  [3m23s] 87.28s - Resetting the target for TidalVolume to 0.498008, the last target value was 0.496123 
2026-03-23 00:12 <INFO>  [3m23s] 87.62s - Resetting the target for DiastolicArterialPressure to 71.1332, the last target value was 71.3169 
2026-03-23 00:12 <INFO>  [3m24s] 88.46s - Resetting the target for CardiacOutput to 6180.51, the last target value was 6164.52 
2026-03-23 00:12 <INFO>  [3m25s] 89.94s - Resetting the target for SkinTemperatureLeftArm to 34.5833, the last target value was 34.497 
2026-03-23 00:12 <INFO>  [3m25s] 89.94s - Resetting the target for SkinTemperatureRightArm to 34.5833, the last target value was 34.497 
2026-03-23 00:12 <INFO>  [3m25s] 89.98s - Resetting the target for SkinTemperatureHead to 34.565, the last target value was 34.4788 
2026-03-23 00:12 <INFO>  [3m25s] Converging System... it took 1.29s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m26s] 91.18s - Resetting the target for TidalVolume to 0.499814, the last target value was 0.498008 
2026-03-23 00:12 <INFO>  [3m30s] 94.34s - Resetting the target for CardiacOutput to 6197.85, the last target value was 6180.51 
2026-03-23 00:12 <INFO>  [3m30s] 94.34s - Resetting the target for DiastolicArterialPressure to 70.9402, the last target value was 71.1332 
2026-03-23 00:12 <INFO>  [3m30s] 95.06s - Resetting the target for TidalVolume to 0.501528, the last target value was 0.499814 
2026-03-23 00:12 <INFO>  [3m34s] 98.92s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0419496, the last target value was 0.0420616 
2026-03-23 00:12 <INFO>  [3m34s] 98.92s - Resetting the target for TidalVolume to 0.503135, the last target value was 0.501528 
2026-03-23 00:12 <INFO>  [3m35s] Converging System... it took 1.28s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m35s] 100.22s - Resetting the target for CardiacOutput to 6214.05, the last target value was 6197.85 
2026-03-23 00:12 <INFO>  [3m37s] 101.9s - Resetting the target for DiastolicArterialPressure to 70.7401, the last target value was 70.9402 
2026-03-23 00:12 <INFO>  [3m38s] 102.76s - Resetting the target for TidalVolume to 0.504623, the last target value was 0.503135 
2026-03-23 00:12 <INFO>  [3m42s] 106.58s - Resetting the target for TidalVolume to 0.505976, the last target value was 0.504623 
2026-03-23 00:12 <INFO>  [3m42s] 106.94s - Resetting the target for CardiacOutput to 6230.84, the last target value was 6214.05 
2026-03-23 00:12 <INFO>  [3m44s] 108.62s - Resetting the target for SystolicArterialPressure to 110.85, the last target value was 111.131 
2026-03-23 00:12 <INFO>  [3m45s] 109.46s - Resetting the target for DiastolicArterialPressure to 70.5592, the last target value was 70.7401 
2026-03-23 00:12 <INFO>  [3m45s] Converging System... it took 1.27s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m46s] 110.4s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0417973, the last target value was 0.0419496 
2026-03-23 00:12 <INFO>  [3m50s] 114.5s - Resetting the target for CardiacOutput to 6247.63, the last target value was 6230.84 
2026-03-23 00:12 <INFO>  [3m54s] 118.7s - Resetting the target for DiastolicArterialPressure to 70.3699, the last target value was 70.5592 
2026-03-23 00:12 <INFO>  [3m55s] Converging System... it took 1.31s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [3m57s] 121.36s - Resetting the target for SkinTemperatureTorso to 34.8959, the last target value was 34.8088 
2026-03-23 00:12 <INFO>  [3m57s] 121.76s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0416682, the last target value was 0.0417973 
2026-03-23 00:12 <INFO>  [3m57s] 121.76s - Resetting the target for TidalVolume to 0.500891, the last target value was 0.505976 
2026-03-23 00:12 <INFO>  [3m58s] 122.9s - Resetting the target for CardiacOutput to 6263.66, the last target value was 6247.63 
2026-03-23 00:12 <INFO>  [4m1s] 125.52s - Resetting the target for TidalVolume to 0.508374, the last target value was 0.500891 
2026-03-23 00:12 <INFO>  [4m5s] 129.28s - Resetting the target for TidalVolume to 0.502213, the last target value was 0.508374 
2026-03-23 00:12 <INFO>  [4m5s] 129.62s - Resetting the target for DiastolicArterialPressure to 70.1916, the last target value was 70.3699 
2026-03-23 00:12 <INFO>  [4m6s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m8s] 132.98s - Resetting the target for CardiacOutput to 6279.43, the last target value was 6263.66 
2026-03-23 00:12 <INFO>  [4m12s] 136.76s - Resetting the target for TidalVolume to 0.504842, the last target value was 0.502213 
2026-03-23 00:12 <INFO>  [4m14s] 139.14s - Resetting the target for SkinTemperatureLeftLeg to 34.8935, the last target value was 34.8065 
2026-03-23 00:12 <INFO>  [4m14s] 139.14s - Resetting the target for SkinTemperatureRightLeg to 34.8935, the last target value was 34.8065 
2026-03-23 00:12 <INFO>  [4m16s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m16s] 140.5s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0415249, the last target value was 0.0416682 
2026-03-23 00:12 <INFO>  [4m18s] 142.54s - Resetting the target for SkinTemperatureHead to 34.6515, the last target value was 34.565 
2026-03-23 00:12 <INFO>  [4m18s] 142.58s - Resetting the target for SkinTemperatureLeftArm to 34.6697, the last target value was 34.5833 
2026-03-23 00:12 <INFO>  [4m18s] 142.58s - Resetting the target for SkinTemperatureRightArm to 34.6697, the last target value was 34.5833 
2026-03-23 00:12 <INFO>  [4m18s] 143.06s - Resetting the target for DiastolicArterialPressure to 70.0124, the last target value was 70.1916 
2026-03-23 00:12 <INFO>  [4m22s] 146.42s - Resetting the target for CardiacOutput to 6295.47, the last target value was 6279.43 
2026-03-23 00:12 <INFO>  [4m23s] 147.94s - Resetting the target for TidalVolume to 0.507294, the last target value was 0.504842 
2026-03-23 00:12 <INFO>  [4m24s] 148.94s - Resetting the target for SystolicArterialPressure to 110.571, the last target value was 110.85 
2026-03-23 00:12 <INFO>  [4m26s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m31s] 155.36s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0413885, the last target value was 0.0415249 
2026-03-23 00:12 <INFO>  [4m33s] 158.18s - Resetting the target for DiastolicArterialPressure to 69.8255, the last target value was 70.0124 
2026-03-23 00:12 <INFO>  [4m34s] 159.06s - Resetting the target for TidalVolume to 0.509574, the last target value was 0.507294 
2026-03-23 00:12 <INFO>  [4m36s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m41s] 165.74s - Resetting the target for CardiacOutput to 6311.6, the last target value was 6295.47 
2026-03-23 00:12 <INFO>  [4m42s] 166.46s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0412704, the last target value was 0.0413885 
2026-03-23 00:12 <INFO>  [4m45s] 169.32s - Resetting the target for SkinTemperatureTorso to 34.9831, the last target value was 34.8959 
2026-03-23 00:12 <INFO>  [4m46s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m50s] 174.98s - Resetting the target for DiastolicArterialPressure to 69.6459, the last target value was 69.8255 
2026-03-23 00:12 <INFO>  [4m56s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [4m57s] 181.26s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0411489, the last target value was 0.0412704 
