2026-03-11 11:46 <WARNING>  [0s] Multiple Renal Clearances specified, but not the same. RenalDynamics will override Systemic. 
2026-03-11 11:46 <INFO>  [1m7s] 67.56s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0445428, the last target value was 0.044665 
2026-03-11 11:46 <INFO>  [1m10s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-11 11:46 <INFO>  [1m11s] 71.02s - Resetting the target for SkinTemperatureHead to 34.0404, the last target value was 33.7034 
2026-03-11 11:46 <INFO>  [1m12s] 72.2s - Resetting the target for SkinTemperatureLeftArm to 34.0642, the last target value was 33.7269 
2026-03-11 11:46 <INFO>  [1m12s] 72.2s - Resetting the target for SkinTemperatureRightArm to 34.0642, the last target value was 33.7269 
2026-03-11 11:46 <INFO>  [1m20s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:46 <INFO>  [1m24s] 84.16s - Resetting the target for TidalVolume to 0.570469, the last target value was 0.566629 
2026-03-11 11:46 <INFO>  [1m24s] 84.16s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0444276, the last target value was 0.0445428 
2026-03-11 11:46 <INFO>  [1m30s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:46 <INFO>  [1m35s] 95.06s - Resetting the target for SkinTemperatureLeftLeg to 34.4017, the last target value was 34.061 
2026-03-11 11:46 <INFO>  [1m35s] 95.06s - Resetting the target for SkinTemperatureRightLeg to 34.4017, the last target value was 34.061 
2026-03-11 11:47 <INFO>  [1m40s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [1m40s] 100.72s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0443026, the last target value was 0.0444276 
2026-03-11 11:47 <INFO>  [1m50s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:47 <WARNING>  [1m55s] We have passed required and optional convergence criteria. 
2026-03-11 11:47 <INFO>  [1m55s] Convergence took 13.9s to simulate 116s to get engine to a steady state 
2026-03-11 11:47 <INFO>  [1m55s] [Condition] Patient Condition : DiabetesType2
	Diabetes Type 2 Insulin Production Severity: 0.100000
	Diabetes Type 2 Insulin Resistance Severity: 0.500000 
2026-03-11 11:47 <INFO>  [1m55s] [Condition] Patient Condition : DiabetesType2
	Diabetes Type 2 Insulin Production Severity: 0.100000
	Diabetes Type 2 Insulin Resistance Severity: 0.500000[Condition] Patient Condition : Anemia
	Reduction Factor: 0.300000 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient heart rate = 72(1/min) 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient diastolic arterial pressure = 76.0063(mmHg) 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient systolic arterial pressure = 114.603(mmHg) 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient mean arterial pressure = 96.5814(mmHg) 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient respiration rate = 14.4928 bpm. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient tidal volume = 0.570458 L. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient functional residual capacity = 2.5554 L. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient vital capacity = 4.5 L. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient expiratory reserve volume = 1.0554 L. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient inspiratory reserve volume = 2.87414 L. 
2026-03-11 11:47 <INFO>  [1m55s] Initial Stabilization Homeostasis: Patient inspiratory capacity = 3.4446 L. 
2026-03-11 11:47 <INFO>  [1m55s] Merging Conditions 
2026-03-11 11:47 <INFO>  [1m55s] Analyzing DiabetesType2 
2026-03-11 11:47 <INFO>  [1m55s] Analyzing ChronicAnemia 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property CardiacOutput using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property CoreTemperature using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property DiastolicArterialPressure using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property EndTidalCarbonDioxideFraction using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property HeartRate using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property LeftAfferentArterioleResistance using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property OxygenSaturation using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property RightAfferentArterioleResistance using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureHead using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureLeftArm using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureLeftLeg using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureRightArm using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureRightLeg using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SkinTemperatureTorso using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property SystolicArterialPressure using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergance for property TidalVolume using 0.25% error 
2026-03-11 11:47 <INFO>  [1m55s] Merged Convergence Time : 15(s) 
2026-03-11 11:47 <INFO>  [1m55s] Merged Minimum Reaction Time : 25(s) 
2026-03-11 11:47 <INFO>  [1m55s] Merged Maximum Allowed Stabilization Time : 1000(s) 
2026-03-11 11:47 <INFO>  [1m55s] Converging provided conditions to a steady state 
2026-03-11 11:47 <INFO>  [2m5s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m15s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m22s] 26.56s - Resetting the target for TidalVolume to 0.566981, the last target value was 0.569305 
2026-03-11 11:47 <INFO>  [2m22s] 27.14s - Resetting the target for DiastolicArterialPressure to 73.0756, the last target value was 73.3054 
2026-03-11 11:47 <INFO>  [2m23s] 27.98s - Resetting the target for CardiacOutput to 6017.37, the last target value was 6001.26 
2026-03-11 11:47 <INFO>  [2m24s] 28.82s - Resetting the target for SystolicArterialPressure to 112.423, the last target value was 112.753 
2026-03-11 11:47 <INFO>  [2m25s] 29.66s - Resetting the target for DiastolicArterialPressure to 72.8759, the last target value was 73.0756 
2026-03-11 11:47 <INFO>  [2m25s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m26s] 30.78s - Resetting the target for TidalVolume to 0.56461, the last target value was 0.566981 
2026-03-11 11:47 <INFO>  [2m27s] 31.34s - Resetting the target for CardiacOutput to 6033.88, the last target value was 6017.37 
2026-03-11 11:47 <INFO>  [2m27s] 32.18s - Resetting the target for DiastolicArterialPressure to 72.684, the last target value was 72.8759 
2026-03-11 11:47 <INFO>  [2m29s] 33.86s - Resetting the target for SystolicArterialPressure to 112.108, the last target value was 112.423 
2026-03-11 11:47 <INFO>  [2m30s] 34.7s - Resetting the target for CardiacOutput to 6050.51, the last target value was 6033.88 
2026-03-11 11:47 <INFO>  [2m30s] 35.02s - Resetting the target for TidalVolume to 0.562241, the last target value was 0.56461 
2026-03-11 11:47 <INFO>  [2m31s] 35.54s - Resetting the target for DiastolicArterialPressure to 72.4604, the last target value was 72.684 
2026-03-11 11:47 <INFO>  [2m33s] 38.06s - Resetting the target for CardiacOutput to 6067.11, the last target value was 6050.51 
2026-03-11 11:47 <INFO>  [2m34s] 38.9s - Resetting the target for DiastolicArterialPressure to 72.2665, the last target value was 72.4604 
2026-03-11 11:47 <INFO>  [2m35s] 39.28s - Resetting the target for TidalVolume to 0.559913, the last target value was 0.562241 
2026-03-11 11:47 <INFO>  [2m35s] 39.74s - Resetting the target for SystolicArterialPressure to 111.825, the last target value was 112.108 
2026-03-11 11:47 <INFO>  [2m35s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m37s] 41.42s - Resetting the target for CardiacOutput to 6083.59, the last target value was 6067.11 
2026-03-11 11:47 <INFO>  [2m38s] 43.1s - Resetting the target for DiastolicArterialPressure to 72.0509, the last target value was 72.2665 
2026-03-11 11:47 <INFO>  [2m39s] 43.56s - Resetting the target for TidalVolume to 0.557653, the last target value was 0.559913 
2026-03-11 11:47 <INFO>  [2m40s] 44.78s - Resetting the target for CardiacOutput to 6099.71, the last target value was 6083.59 
2026-03-11 11:47 <INFO>  [2m43s] 47.3s - Resetting the target for DiastolicArterialPressure to 71.8634, the last target value was 72.0509 
2026-03-11 11:47 <INFO>  [2m43s] 47.84s - Resetting the target for TidalVolume to 0.554939, the last target value was 0.557653 
2026-03-11 11:47 <INFO>  [2m43s] 47.94s - Resetting the target for SkinTemperatureLeftLeg to 34.7279, the last target value was 34.6412 
2026-03-11 11:47 <INFO>  [2m43s] 47.94s - Resetting the target for SkinTemperatureRightLeg to 34.7279, the last target value was 34.6412 
2026-03-11 11:47 <INFO>  [2m43s] 48.14s - Resetting the target for CardiacOutput to 6115.23, the last target value was 6099.71 
2026-03-11 11:47 <INFO>  [2m43s] 48.14s - Resetting the target for SystolicArterialPressure to 111.544, the last target value was 111.825 
2026-03-11 11:47 <INFO>  [2m45s] 49.42s - Resetting the target for SkinTemperatureLeftArm to 34.5052, the last target value was 34.4192 
2026-03-11 11:47 <INFO>  [2m45s] 49.42s - Resetting the target for SkinTemperatureRightArm to 34.5052, the last target value was 34.4192 
2026-03-11 11:47 <INFO>  [2m45s] 49.48s - Resetting the target for SkinTemperatureHead to 34.487, the last target value was 34.401 
2026-03-11 11:47 <INFO>  [2m45s] 50.04s - Resetting the target for SkinTemperatureTorso to 34.7262, the last target value was 34.6395 
2026-03-11 11:47 <INFO>  [2m45s] Converging System... it took 1.24s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m48s] 52.34s - Resetting the target for CardiacOutput to 6133.83, the last target value was 6115.23 
2026-03-11 11:47 <INFO>  [2m48s] 52.34s - Resetting the target for DiastolicArterialPressure to 71.6644, the last target value was 71.8634 
2026-03-11 11:47 <INFO>  [2m52s] 56.46s - Resetting the target for TidalVolume to 0.552754, the last target value was 0.554939 
2026-03-11 11:47 <INFO>  [2m52s] 56.54s - Resetting the target for CardiacOutput to 6151.47, the last target value was 6133.83 
2026-03-11 11:47 <INFO>  [2m53s] 58.22s - Resetting the target for DiastolicArterialPressure to 71.4697, the last target value was 71.6644 
2026-03-11 11:47 <INFO>  [2m55s] Converging System... it took 1.24s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [2m56s] 60.74s - Resetting the target for CardiacOutput to 6168.11, the last target value was 6151.47 
2026-03-11 11:47 <INFO>  [2m56s] 60.78s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0423977, the last target value was 0.042284 
2026-03-11 11:47 <INFO>  [2m56s] 60.78s - Resetting the target for TidalVolume to 0.549978, the last target value was 0.552754 
2026-03-11 11:47 <INFO>  [2m57s] 61.58s - Resetting the target for SystolicArterialPressure to 111.256, the last target value was 111.544 
2026-03-11 11:47 <INFO>  [2m59s] 64.1s - Resetting the target for DiastolicArterialPressure to 71.2689, the last target value was 71.4697 
2026-03-11 11:47 <INFO>  [3m0s] 64.94s - Resetting the target for CardiacOutput to 6183.75, the last target value was 6168.11 
2026-03-11 11:47 <INFO>  [3m5s] 69.46s - Resetting the target for TidalVolume to 0.547381, the last target value was 0.549978 
2026-03-11 11:47 <INFO>  [3m5s] 69.98s - Resetting the target for CardiacOutput to 6201.32, the last target value was 6183.75 
2026-03-11 11:47 <INFO>  [3m5s] 69.98s - Resetting the target for DiastolicArterialPressure to 71.0707, the last target value was 71.2689 
2026-03-11 11:47 <INFO>  [3m5s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m10s] 75.02s - Resetting the target for CardiacOutput to 6217.5, the last target value was 6201.32 
2026-03-11 11:47 <INFO>  [3m12s] 76.7s - Resetting the target for DiastolicArterialPressure to 70.883, the last target value was 71.0707 
2026-03-11 11:47 <INFO>  [3m13s] 78.16s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0425138, the last target value was 0.0423977 
2026-03-11 11:47 <INFO>  [3m14s] 78.4s - Resetting the target for SkinTemperatureTorso to 34.813, the last target value was 34.7262 
2026-03-11 11:47 <INFO>  [3m14s] 78.68s - Resetting the target for SkinTemperatureLeftLeg to 34.8147, the last target value was 34.7279 
2026-03-11 11:47 <INFO>  [3m14s] 78.68s - Resetting the target for SkinTemperatureRightLeg to 34.8147, the last target value was 34.7279 
2026-03-11 11:47 <INFO>  [3m15s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m16s] 80.9s - Resetting the target for CardiacOutput to 6234.65, the last target value was 6217.5 
2026-03-11 11:47 <INFO>  [3m17s] 81.62s - Resetting the target for SkinTemperatureLeftArm to 34.5915, the last target value was 34.5052 
2026-03-11 11:47 <INFO>  [3m17s] 81.62s - Resetting the target for SkinTemperatureRightArm to 34.5915, the last target value was 34.5052 
2026-03-11 11:47 <INFO>  [3m17s] 81.7s - Resetting the target for SkinTemperatureHead to 34.5733, the last target value was 34.487 
2026-03-11 11:47 <INFO>  [3m18s] 82.52s - Resetting the target for TidalVolume to 0.544596, the last target value was 0.547381 
2026-03-11 11:47 <INFO>  [3m20s] 84.26s - Resetting the target for DiastolicArterialPressure to 70.7004, the last target value was 70.883 
2026-03-11 11:47 <INFO>  [3m20s] 84.3s - Resetting the target for OxygenSaturation to 0.978449, the last target value was 0.980906 
2026-03-11 11:47 <INFO>  [3m22s] 86.78s - Resetting the target for CardiacOutput to 6250.46, the last target value was 6234.65 
2026-03-11 11:47 <INFO>  [3m25s] 90.14s - Resetting the target for SystolicArterialPressure to 110.978, the last target value was 111.256 
2026-03-11 11:47 <INFO>  [3m25s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m29s] 93.5s - Resetting the target for CardiacOutput to 6266.53, the last target value was 6250.46 
2026-03-11 11:47 <INFO>  [3m29s] 93.5s - Resetting the target for DiastolicArterialPressure to 70.5141, the last target value was 70.7004 
2026-03-11 11:47 <INFO>  [3m35s] Converging System... it took 1.25s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m36s] 101.06s - Resetting the target for CardiacOutput to 6282.73, the last target value was 6266.53 
2026-03-11 11:47 <INFO>  [3m40s] 104.42s - Resetting the target for DiastolicArterialPressure to 70.326, the last target value was 70.5141 
2026-03-11 11:47 <INFO>  [3m45s] Converging System... it took 1.22s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m46s] 110.3s - Resetting the target for CardiacOutput to 6299.75, the last target value was 6282.73 
2026-03-11 11:47 <INFO>  [3m47s] 111.8s - Resetting the target for SkinTemperatureTorso to 34.9, the last target value was 34.813 
2026-03-11 11:47 <INFO>  [3m53s] 117.86s - Resetting the target for DiastolicArterialPressure to 70.1454, the last target value was 70.326 
2026-03-11 11:47 <INFO>  [3m55s] Converging System... it took 1.24s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [3m56s] 120.88s - Resetting the target for SkinTemperatureLeftLeg to 34.9018, the last target value was 34.8147 
2026-03-11 11:47 <INFO>  [3m56s] 120.88s - Resetting the target for SkinTemperatureRightLeg to 34.9018, the last target value was 34.8147 
2026-03-11 11:47 <INFO>  [3m56s] 121.22s - Resetting the target for CardiacOutput to 6316.69, the last target value was 6299.75 
2026-03-11 11:47 <INFO>  [3m57s] 121.72s - Resetting the target for TidalVolume to 0.547172, the last target value was 0.544596 
2026-03-11 11:47 <INFO>  [4m0s] 124.62s - Resetting the target for SkinTemperatureLeftArm to 34.678, the last target value was 34.5915 
2026-03-11 11:47 <INFO>  [4m0s] 124.62s - Resetting the target for SkinTemperatureRightArm to 34.678, the last target value was 34.5915 
2026-03-11 11:47 <INFO>  [4m0s] 124.68s - Resetting the target for SkinTemperatureHead to 34.6597, the last target value was 34.5733 
2026-03-11 11:47 <INFO>  [4m6s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m9s] 133.82s - Resetting the target for CardiacOutput to 6332.77, the last target value was 6316.69 
2026-03-11 11:47 <INFO>  [4m9s] 133.82s - Resetting the target for DiastolicArterialPressure to 69.9654, the last target value was 70.1454 
2026-03-11 11:47 <INFO>  [4m16s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m19s] 143.4s - Resetting the target for TidalVolume to 0.545664, the last target value was 0.547172 
2026-03-11 11:47 <INFO>  [4m23s] 147.72s - Resetting the target for TidalVolume to 0.549024, the last target value was 0.545664 
2026-03-11 11:47 <INFO>  [4m25s] 149.78s - Resetting the target for CardiacOutput to 6348.89, the last target value was 6332.77 
2026-03-11 11:47 <INFO>  [4m26s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m28s] 152.5s - Resetting the target for SkinTemperatureTorso to 34.9873, the last target value was 34.9 
2026-03-11 11:47 <INFO>  [4m28s] 153.14s - Resetting the target for DiastolicArterialPressure to 69.789, the last target value was 69.9654 
2026-03-11 11:47 <INFO>  [4m32s] 156.36s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0423799, the last target value was 0.0425138 
2026-03-11 11:47 <INFO>  [4m36s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m36s] 160.7s - Resetting the target for SystolicArterialPressure to 110.7, the last target value was 110.978 
2026-03-11 11:47 <INFO>  [4m46s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m47s] 171.62s - Resetting the target for CardiacOutput to 6364.77, the last target value was 6348.89 
2026-03-11 11:47 <INFO>  [4m49s] 173.62s - Resetting the target for TidalVolume to 0.54748, the last target value was 0.549024 
2026-03-11 11:47 <INFO>  [4m53s] 177.5s - Resetting the target for DiastolicArterialPressure to 69.6085, the last target value was 69.789 
2026-03-11 11:47 <INFO>  [4m53s] 177.92s - Resetting the target for TidalVolume to 0.550964, the last target value was 0.54748 
2026-03-11 11:47 <INFO>  [4m54s] 178.56s - Resetting the target for SkinTemperatureLeftLeg to 34.989, the last target value was 34.9018 
2026-03-11 11:47 <INFO>  [4m54s] 178.56s - Resetting the target for SkinTemperatureRightLeg to 34.989, the last target value was 34.9018 
2026-03-11 11:47 <INFO>  [4m56s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-11 11:47 <INFO>  [4m57s] 182.14s - Resetting the target for SkinTemperatureHead to 34.7464, the last target value was 34.6597 
2026-03-11 11:47 <INFO>  [4m57s] 182.14s - Resetting the target for SkinTemperatureLeftArm to 34.7647, the last target value was 34.678 
2026-03-11 11:47 <INFO>  [4m57s] 182.14s - Resetting the target for SkinTemperatureRightArm to 34.7647, the last target value was 34.678 
2026-03-11 11:47 <INFO>  [4m57s] 182.22s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0422632, the last target value was 0.0423799 
2026-03-11 11:47 <INFO>  [5m6s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-11 11:47 <WARNING>  [5m12s] We have passed required and optional convergence criteria. 
2026-03-11 11:47 <INFO>  [5m12s] Convergence took 24.1s to simulate 197s to get engine to a steady state 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient heart rate = 72(1/min) 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient diastolic arterial pressure = 69.4979(mmHg) 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient systolic arterial pressure = 110.581(mmHg) 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient mean arterial pressure = 91.1306(mmHg) 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient respiration rate = 13.9535 bpm. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient tidal volume = 0.550279 L. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient functional residual capacity = 2.55531 L. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient vital capacity = 4.5 L. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient expiratory reserve volume = 1.05531 L. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient inspiratory reserve volume = 2.89441 L. 
2026-03-11 11:47 <INFO>  [5m12s] Secondary Stabilization Homeostasis: Patient inspiratory capacity = 3.44469 L. 
2026-03-11 11:47 <INFO>  [5m12s] Nutrient stores refilled after stabilization 
2026-03-11 11:47 <INFO>  [5m12s] Finalizing homeostasis 
2026-03-11 11:47 <INFO>  [5m42s] Engine is now Active 
2026-03-11 11:47 <INFO>  [0s] Executing Scenario 
2026-03-11 11:47 <INFO>  [30s] [Condition] Patient Condition : DiabetesType2
	Diabetes Type 2 Insulin Production Severity: 0.100000
	Diabetes Type 2 Insulin Resistance Severity: 0.500000[Condition] Patient Condition : Anemia
